,id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
10320,14237,male,loyal customer,76,business travel,business,890,3,3,3,3,4,5,3,5,5,4,5,5,5,3,0,0.0,satisfied
10321,12754,female,loyal customer,9,personal travel,eco,721,4,4,4,2,1,4,2,1,5,5,2,5,3,1,0,0.0,neutral or dissatisfied
10322,110440,female,loyal customer,59,personal travel,eco,787,4,4,4,3,5,5,4,5,5,4,5,5,5,5,11,0.0,satisfied
10323,83585,male,loyal customer,33,personal travel,eco,936,2,3,2,3,5,2,1,5,2,2,3,4,2,5,1,25.0,neutral or dissatisfied
10324,33736,female,loyal customer,68,personal travel,eco,667,0,4,0,2,5,5,4,2,2,0,3,3,2,3,0,0.0,satisfied
10325,79469,male,loyal customer,68,personal travel,eco,1183,1,5,1,1,3,1,3,3,5,4,4,3,5,3,37,80.0,neutral or dissatisfied
10326,113117,male,loyal customer,9,personal travel,eco,569,3,4,3,1,4,3,4,4,3,2,4,5,5,4,0,0.0,neutral or dissatisfied
10327,76580,male,loyal customer,36,business travel,eco,547,2,3,3,3,2,2,2,2,3,4,4,1,4,2,1,0.0,neutral or dissatisfied
10328,67439,female,loyal customer,36,business travel,eco,241,2,1,1,1,2,3,2,2,1,4,3,1,3,2,31,15.0,neutral or dissatisfied
10329,104522,female,loyal customer,37,business travel,business,3144,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
10330,115087,female,loyal customer,39,business travel,business,2158,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
10331,127513,male,loyal customer,44,business travel,business,1814,4,4,3,4,4,5,5,4,4,5,4,4,4,4,0,0.0,satisfied
10332,10431,male,loyal customer,48,business travel,business,316,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
10333,25956,female,loyal customer,23,business travel,eco,946,5,4,4,4,5,5,3,5,1,2,1,3,4,5,30,25.0,satisfied
10334,19136,female,disloyal customer,58,business travel,eco plus,265,2,3,3,3,3,2,3,3,4,5,2,4,3,3,0,3.0,neutral or dissatisfied
10335,107238,male,loyal customer,25,business travel,business,283,0,0,0,1,3,3,3,3,5,3,4,5,5,3,16,22.0,satisfied
10336,99549,male,disloyal customer,21,business travel,business,802,4,4,4,3,3,4,3,3,4,2,4,5,4,3,122,105.0,satisfied
10337,96310,female,loyal customer,43,business travel,business,2290,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
10338,20738,female,loyal customer,40,business travel,eco,363,5,2,2,2,5,5,5,5,3,5,4,4,5,5,0,0.0,satisfied
10339,19624,female,loyal customer,56,business travel,business,1669,0,0,0,4,3,5,5,3,3,3,3,3,3,4,82,78.0,satisfied
10340,110822,female,loyal customer,42,personal travel,eco,997,2,4,2,3,4,4,4,4,4,2,4,4,4,4,4,19.0,neutral or dissatisfied
10341,129324,female,loyal customer,68,business travel,eco,2475,1,4,2,4,5,4,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
10342,116819,male,disloyal customer,21,business travel,business,370,0,0,0,1,5,0,5,5,3,4,5,5,4,5,1,0.0,satisfied
10343,60577,female,disloyal customer,38,business travel,eco,1290,2,2,2,2,4,2,4,4,3,1,2,4,2,4,1,0.0,neutral or dissatisfied
10344,3066,male,loyal customer,37,personal travel,business,594,2,3,3,3,2,3,4,5,5,3,5,1,5,1,0,11.0,neutral or dissatisfied
10345,36394,female,loyal customer,47,business travel,business,2381,1,2,2,2,2,2,4,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied
10346,78078,female,loyal customer,46,business travel,business,1574,2,2,2,2,3,4,4,4,4,4,5,4,4,5,30,38.0,satisfied
10347,50299,female,disloyal customer,22,business travel,business,134,1,4,1,3,1,1,1,1,2,2,4,4,4,1,0,5.0,neutral or dissatisfied
10348,81800,male,loyal customer,57,business travel,business,1310,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
10349,16493,male,loyal customer,36,business travel,business,2162,3,5,4,5,3,3,4,1,1,1,3,1,1,3,14,1.0,neutral or dissatisfied
10350,95048,female,loyal customer,47,personal travel,eco,239,2,5,2,4,1,2,5,5,5,2,3,5,5,3,0,4.0,neutral or dissatisfied
10351,93697,male,loyal customer,8,personal travel,eco,1452,4,4,4,4,4,4,4,4,1,3,4,3,4,4,0,0.0,neutral or dissatisfied
10352,87717,male,loyal customer,41,business travel,business,1523,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
10353,21300,female,loyal customer,70,personal travel,eco,526,2,4,2,1,3,4,5,5,5,2,5,3,5,4,9,0.0,neutral or dissatisfied
10354,111247,male,disloyal customer,28,business travel,business,1849,1,1,1,3,2,1,2,2,4,3,3,5,4,2,13,9.0,neutral or dissatisfied
10355,23920,female,loyal customer,68,personal travel,eco,579,2,1,2,3,4,4,3,5,5,2,5,3,5,1,0,0.0,neutral or dissatisfied
10356,14002,female,loyal customer,25,personal travel,eco,160,3,5,3,2,1,3,1,1,5,4,5,4,4,1,0,6.0,neutral or dissatisfied
10357,29227,female,loyal customer,58,business travel,eco,550,5,2,2,2,3,5,1,5,5,5,5,2,5,2,0,0.0,satisfied
10358,78212,female,loyal customer,43,personal travel,eco,259,3,1,3,3,4,3,2,3,3,3,3,4,3,1,5,4.0,neutral or dissatisfied
10359,99926,female,loyal customer,35,business travel,business,764,4,4,4,4,5,5,4,2,2,2,2,3,2,3,0,27.0,satisfied
10360,124631,male,loyal customer,46,personal travel,eco,1671,1,5,1,3,2,1,2,2,5,4,2,4,3,2,0,0.0,neutral or dissatisfied
10361,88370,male,loyal customer,50,business travel,business,2179,1,1,1,1,5,4,4,3,3,3,3,3,3,3,0,0.0,satisfied
10362,97892,male,loyal customer,31,business travel,business,612,5,5,5,5,3,3,3,3,4,3,5,4,5,3,0,0.0,satisfied
10363,29182,female,disloyal customer,23,business travel,eco plus,697,4,0,4,4,2,4,4,2,2,5,1,5,5,2,0,0.0,satisfied
10364,85647,female,loyal customer,35,business travel,eco plus,259,1,4,3,4,1,1,1,1,4,3,3,4,3,1,9,8.0,neutral or dissatisfied
10365,82785,male,disloyal customer,57,business travel,business,231,1,1,1,3,3,1,3,3,2,3,3,3,3,3,37,31.0,neutral or dissatisfied
10366,35375,male,loyal customer,38,business travel,business,2762,2,3,3,3,4,3,4,2,2,2,2,1,2,2,16,25.0,neutral or dissatisfied
10367,54503,female,disloyal customer,52,business travel,eco,802,2,2,2,3,5,2,5,5,3,1,5,3,1,5,0,0.0,neutral or dissatisfied
10368,84154,male,loyal customer,20,personal travel,eco,1355,3,4,3,4,1,3,1,1,2,3,3,4,3,1,57,45.0,neutral or dissatisfied
10369,32559,female,loyal customer,43,business travel,eco,102,4,1,4,1,5,2,3,4,4,4,4,1,4,5,2,1.0,satisfied
10370,113609,male,loyal customer,57,personal travel,eco,236,2,5,2,3,3,2,1,3,1,2,2,2,4,3,1,0.0,neutral or dissatisfied
10371,39043,male,loyal customer,57,personal travel,eco,391,3,5,3,4,5,3,1,5,5,5,5,3,4,5,0,0.0,neutral or dissatisfied
10372,115175,male,loyal customer,58,business travel,business,2814,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
10373,37815,female,loyal customer,45,personal travel,eco plus,1053,2,4,2,3,4,5,5,3,3,2,3,5,3,5,0,0.0,neutral or dissatisfied
10374,1807,male,loyal customer,55,business travel,business,2113,4,4,4,4,4,3,2,4,4,4,4,1,4,3,0,3.0,neutral or dissatisfied
10375,105244,male,loyal customer,37,business travel,eco plus,377,3,4,4,4,3,3,3,3,4,1,4,1,4,3,32,13.0,neutral or dissatisfied
10376,18845,male,loyal customer,51,business travel,business,1945,1,1,1,1,4,3,2,3,3,3,3,5,3,3,0,0.0,satisfied
10377,31177,female,loyal customer,49,business travel,business,1620,5,5,5,5,4,3,2,4,4,4,4,3,4,3,0,24.0,satisfied
10378,119224,female,loyal customer,7,personal travel,eco,331,4,3,4,3,2,4,2,2,3,5,3,1,2,2,0,0.0,neutral or dissatisfied
10379,77942,male,loyal customer,50,business travel,business,1947,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
10380,112956,female,loyal customer,65,personal travel,eco,1390,3,3,3,3,3,4,4,1,1,3,1,2,1,4,0,0.0,neutral or dissatisfied
10381,104663,female,loyal customer,31,business travel,business,641,5,5,5,5,4,5,4,4,3,2,5,5,5,4,2,1.0,satisfied
10382,25964,female,disloyal customer,40,business travel,business,546,2,2,2,1,2,2,2,2,4,1,2,5,2,2,0,10.0,neutral or dissatisfied
10383,20417,male,loyal customer,47,business travel,business,2095,1,1,1,1,5,3,3,1,1,1,1,4,1,4,5,0.0,neutral or dissatisfied
10384,122343,male,loyal customer,50,business travel,business,3189,2,2,2,2,2,4,5,5,5,5,5,3,5,3,59,34.0,satisfied
10385,43489,male,disloyal customer,36,business travel,business,279,2,2,2,3,2,2,2,2,2,5,3,1,4,2,0,0.0,neutral or dissatisfied
10386,108340,male,loyal customer,33,business travel,business,1838,4,4,4,4,3,3,3,3,4,2,5,3,5,3,11,0.0,satisfied
10387,67924,male,loyal customer,26,personal travel,eco,1235,3,4,4,2,5,4,1,5,4,2,5,3,5,5,0,12.0,neutral or dissatisfied
10388,82611,female,loyal customer,16,business travel,business,528,4,4,4,4,4,4,4,4,1,3,4,2,4,4,1,0.0,satisfied
10389,52176,male,disloyal customer,38,business travel,eco,237,1,3,1,4,2,1,2,2,5,5,5,2,2,2,0,0.0,neutral or dissatisfied
10390,47680,male,loyal customer,68,personal travel,eco,1464,4,4,3,3,1,3,1,1,3,2,5,3,4,1,0,0.0,neutral or dissatisfied
10391,16747,male,loyal customer,35,business travel,business,569,3,3,3,3,1,2,3,4,4,4,4,5,4,4,90,94.0,satisfied
10392,80488,male,loyal customer,18,personal travel,eco plus,1299,2,2,2,4,5,2,3,5,2,4,4,2,4,5,1,0.0,neutral or dissatisfied
10393,3498,female,loyal customer,14,personal travel,eco,990,3,5,3,4,3,3,3,3,3,4,5,4,4,3,8,7.0,neutral or dissatisfied
10394,81606,male,disloyal customer,16,business travel,eco,334,3,4,3,4,3,3,2,3,1,4,4,3,3,3,0,0.0,neutral or dissatisfied
10395,121246,male,loyal customer,30,business travel,business,2075,2,2,2,2,2,2,2,2,2,3,3,2,2,2,161,124.0,neutral or dissatisfied
10396,63621,female,loyal customer,49,personal travel,eco,1440,1,5,1,1,5,4,5,3,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
10397,117518,female,loyal customer,42,business travel,business,872,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
10398,112819,female,disloyal customer,44,business travel,business,1164,4,4,4,5,3,4,3,3,3,2,5,5,5,3,10,0.0,neutral or dissatisfied
10399,104970,male,loyal customer,41,business travel,business,3019,3,3,3,3,5,5,5,4,4,4,4,4,4,3,23,9.0,satisfied
10400,70129,male,loyal customer,36,business travel,business,1886,3,2,4,2,4,3,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
10401,93895,female,loyal customer,43,personal travel,eco,590,1,4,1,4,3,3,3,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied
10402,15497,male,loyal customer,51,personal travel,eco,164,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11.0,satisfied
10403,8021,female,loyal customer,34,business travel,business,2487,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
10404,108241,female,loyal customer,56,business travel,business,1682,1,1,4,1,5,5,5,5,5,5,5,4,5,5,10,5.0,satisfied
10405,105943,female,loyal customer,42,personal travel,eco plus,1491,2,1,2,1,1,2,1,2,2,2,2,3,2,3,6,0.0,neutral or dissatisfied
10406,66096,male,loyal customer,69,personal travel,eco plus,1055,2,5,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,neutral or dissatisfied
10407,95843,male,loyal customer,56,business travel,business,759,3,3,3,3,3,4,4,4,4,4,4,4,4,3,10,0.0,satisfied
10408,129281,male,disloyal customer,33,business travel,business,550,2,2,2,2,3,2,3,3,4,5,4,3,4,3,0,8.0,neutral or dissatisfied
10409,47301,male,loyal customer,34,business travel,business,1512,4,4,4,4,4,3,3,5,5,5,5,2,5,2,0,0.0,satisfied
10410,96927,male,loyal customer,50,business travel,business,2937,1,1,5,1,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
10411,116699,female,disloyal customer,20,business travel,eco plus,337,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14,32.0,neutral or dissatisfied
10412,78034,female,loyal customer,70,personal travel,eco,332,2,5,2,3,3,5,4,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied
10413,28862,male,loyal customer,53,business travel,eco,956,4,4,3,4,4,4,4,4,4,2,1,1,2,4,0,0.0,satisfied
10414,59197,female,loyal customer,42,business travel,business,1440,5,5,5,5,2,5,4,5,5,4,5,4,5,5,7,0.0,satisfied
10415,29381,female,loyal customer,26,business travel,business,2355,5,5,5,5,4,4,4,4,1,4,3,4,4,4,0,0.0,satisfied
10416,77345,female,loyal customer,53,business travel,business,588,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0,0.0,satisfied
10417,5634,female,loyal customer,35,personal travel,eco plus,685,3,3,3,4,5,3,4,5,3,4,3,2,3,5,0,10.0,neutral or dissatisfied
10418,30849,male,loyal customer,25,business travel,business,973,1,1,1,1,3,4,3,3,5,4,2,3,2,3,12,0.0,satisfied
10419,32159,female,loyal customer,36,business travel,business,2198,5,5,5,5,1,2,4,4,4,4,5,4,4,5,3,3.0,satisfied
10420,77003,female,loyal customer,54,business travel,eco,368,2,5,5,5,1,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
10421,48473,male,loyal customer,45,business travel,business,3439,1,4,4,4,3,3,4,1,1,1,1,4,1,2,3,2.0,neutral or dissatisfied
10422,58957,male,loyal customer,46,business travel,business,1723,4,4,4,4,5,3,5,4,4,4,4,5,4,4,0,0.0,satisfied
10423,18633,female,loyal customer,48,personal travel,eco,190,3,5,0,1,3,4,4,1,1,0,1,3,1,4,0,6.0,neutral or dissatisfied
10424,78925,male,loyal customer,43,business travel,business,3587,4,4,4,4,4,4,5,4,4,4,4,3,4,4,2,2.0,satisfied
10425,584,male,disloyal customer,25,business travel,business,282,1,1,1,3,2,1,2,2,3,1,4,1,4,2,0,1.0,neutral or dissatisfied
10426,28683,female,loyal customer,48,personal travel,eco,2777,4,3,4,4,4,4,3,3,3,4,3,3,3,2,0,0.0,satisfied
10427,118946,female,loyal customer,46,business travel,business,3388,4,4,4,4,4,4,5,4,4,4,4,3,4,4,129,117.0,satisfied
10428,51238,male,loyal customer,47,business travel,eco plus,209,3,5,5,5,3,3,3,3,1,1,1,3,2,3,34,20.0,satisfied
10429,93759,female,disloyal customer,20,business travel,eco,368,1,2,1,3,2,1,2,2,4,4,3,4,4,2,16,6.0,neutral or dissatisfied
10430,92489,male,loyal customer,28,business travel,business,2139,2,1,3,1,2,2,2,2,1,3,3,4,4,2,11,28.0,neutral or dissatisfied
10431,99282,male,loyal customer,44,business travel,eco,935,3,4,1,4,3,3,3,3,2,4,4,4,4,3,0,1.0,neutral or dissatisfied
10432,31192,male,loyal customer,47,business travel,business,1864,1,1,1,1,3,4,3,4,4,4,4,4,4,3,0,5.0,satisfied
10433,113153,male,disloyal customer,24,business travel,eco,677,1,1,1,4,4,1,4,4,5,2,4,3,5,4,7,0.0,neutral or dissatisfied
10434,94204,male,loyal customer,56,business travel,business,2100,0,5,0,4,4,5,5,4,4,4,4,5,4,3,3,0.0,satisfied
10435,100842,male,loyal customer,63,business travel,business,3570,1,4,4,4,5,3,3,1,1,1,1,1,1,1,121,94.0,neutral or dissatisfied
10436,55943,male,loyal customer,54,business travel,business,1620,5,5,5,5,2,4,5,3,3,3,3,5,3,4,0,0.0,satisfied
10437,88580,male,loyal customer,29,personal travel,eco,223,2,5,2,5,1,2,1,1,3,3,5,4,4,1,26,31.0,neutral or dissatisfied
10438,64608,female,disloyal customer,54,business travel,business,190,4,5,5,4,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied
10439,88369,male,disloyal customer,58,business travel,eco,442,1,1,1,4,4,1,4,4,2,5,4,1,4,4,44,43.0,neutral or dissatisfied
10440,74489,female,loyal customer,40,business travel,business,1235,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,2.0,satisfied
10441,108855,female,disloyal customer,25,business travel,business,2139,3,5,3,4,3,3,3,3,4,2,5,5,4,3,11,0.0,neutral or dissatisfied
10442,66542,male,loyal customer,60,business travel,business,2165,0,0,0,2,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
10443,102522,female,loyal customer,14,personal travel,eco,236,2,5,2,5,4,2,4,4,3,2,4,3,4,4,0,0.0,neutral or dissatisfied
10444,116166,male,loyal customer,21,personal travel,eco,390,2,4,2,2,3,2,3,3,3,5,5,3,4,3,44,42.0,neutral or dissatisfied
10445,81179,male,loyal customer,39,business travel,business,726,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
10446,117503,female,loyal customer,69,personal travel,eco,507,2,4,2,2,4,5,5,4,4,2,1,4,4,5,0,0.0,neutral or dissatisfied
10447,80515,female,loyal customer,64,personal travel,eco,1749,3,4,3,4,3,2,2,4,1,3,4,2,3,2,182,197.0,neutral or dissatisfied
10448,64841,male,loyal customer,58,business travel,business,1505,2,2,2,2,3,4,4,5,5,5,5,4,5,4,16,15.0,satisfied
10449,78590,male,loyal customer,39,business travel,business,2081,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
10450,615,female,loyal customer,39,business travel,business,2145,0,4,0,2,4,5,5,2,2,2,2,5,2,5,0,0.0,satisfied
10451,112434,male,disloyal customer,20,business travel,eco,853,2,2,2,3,3,2,3,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied
10452,127000,male,disloyal customer,17,business travel,business,338,0,2,0,5,5,0,5,5,3,2,5,3,5,5,0,0.0,satisfied
10453,33150,female,loyal customer,49,personal travel,eco,101,4,2,4,4,5,4,4,1,1,4,1,4,1,4,0,0.0,satisfied
10454,102594,female,disloyal customer,42,business travel,eco plus,223,1,1,1,1,3,1,3,3,5,5,1,5,4,3,32,21.0,neutral or dissatisfied
10455,112672,female,loyal customer,41,business travel,business,605,3,3,3,3,2,5,5,4,4,5,4,3,4,5,11,0.0,satisfied
10456,79271,female,disloyal customer,27,business travel,business,1101,0,0,0,4,0,1,1,3,3,4,5,1,4,1,0,2.0,satisfied
10457,22234,female,loyal customer,27,business travel,business,3076,4,4,4,4,5,5,5,5,5,2,5,3,5,5,68,67.0,satisfied
10458,80654,female,disloyal customer,29,business travel,business,821,5,5,5,4,5,5,5,5,4,3,5,5,4,5,0,0.0,satisfied
10459,28251,female,loyal customer,54,business travel,eco,1542,4,3,3,3,2,1,2,4,4,4,4,1,4,1,14,45.0,satisfied
10460,97572,male,disloyal customer,23,business travel,eco,448,3,4,3,4,2,3,2,2,4,1,3,1,4,2,78,70.0,neutral or dissatisfied
10461,66075,male,loyal customer,37,personal travel,eco,1055,1,5,1,4,1,1,1,1,3,2,5,3,4,1,21,21.0,neutral or dissatisfied
10462,57381,male,loyal customer,43,personal travel,eco plus,414,4,3,4,2,5,4,5,5,1,4,5,5,4,5,0,0.0,neutral or dissatisfied
10463,87757,male,disloyal customer,21,business travel,eco,214,4,0,4,2,5,4,5,5,4,3,5,5,4,5,2,8.0,satisfied
10464,69213,male,loyal customer,51,business travel,business,733,1,1,1,1,5,5,5,5,5,5,5,4,5,5,7,0.0,satisfied
10465,51551,male,loyal customer,24,business travel,eco,651,5,4,4,4,5,5,4,5,5,4,2,5,4,5,40,23.0,satisfied
10466,99216,female,loyal customer,28,business travel,business,495,1,1,1,1,5,4,5,5,5,5,4,4,5,5,5,4.0,satisfied
10467,25865,female,disloyal customer,44,business travel,eco plus,692,1,1,1,4,2,1,2,2,5,2,4,1,4,2,8,0.0,neutral or dissatisfied
10468,102890,female,disloyal customer,29,business travel,business,1037,4,4,4,3,1,4,1,1,4,5,4,4,4,1,0,0.0,satisfied
10469,67473,female,loyal customer,38,personal travel,eco,592,3,2,3,3,4,3,4,4,4,4,4,2,3,4,0,0.0,neutral or dissatisfied
10470,85567,female,loyal customer,30,business travel,business,3560,0,0,0,4,3,3,3,3,3,5,4,4,4,3,1,0.0,satisfied
10471,8185,female,disloyal customer,58,business travel,eco,402,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,0.0,neutral or dissatisfied
10472,5974,female,loyal customer,35,personal travel,business,1041,3,5,3,3,2,5,4,2,2,3,2,5,2,5,22,11.0,neutral or dissatisfied
10473,98206,female,loyal customer,39,personal travel,eco,327,4,0,4,3,5,4,5,5,3,4,5,5,5,5,0,20.0,neutral or dissatisfied
10474,16903,female,loyal customer,40,personal travel,eco,746,2,4,2,4,5,2,5,5,4,5,4,4,4,5,14,54.0,neutral or dissatisfied
10475,12729,male,loyal customer,40,personal travel,eco,721,5,1,5,3,3,5,3,3,4,2,4,2,4,3,8,0.0,satisfied
10476,104222,female,loyal customer,48,business travel,eco,680,3,1,1,1,1,4,4,3,3,3,3,1,3,2,37,12.0,neutral or dissatisfied
10477,32408,female,loyal customer,46,business travel,eco,163,5,3,3,3,2,3,4,5,5,5,5,4,5,1,0,0.0,satisfied
10478,51093,male,loyal customer,12,personal travel,eco,86,2,2,2,4,2,2,2,2,3,1,3,4,4,2,0,0.0,neutral or dissatisfied
10479,71816,female,loyal customer,28,business travel,business,1723,2,2,2,2,5,5,5,5,5,5,3,3,5,5,0,0.0,satisfied
10480,125047,male,loyal customer,44,personal travel,eco,2300,3,4,3,1,1,3,1,1,5,2,4,5,5,1,4,0.0,neutral or dissatisfied
10481,47273,female,loyal customer,44,business travel,eco,574,5,5,5,5,5,5,4,5,5,5,5,3,5,2,0,0.0,satisfied
10482,117632,female,loyal customer,12,personal travel,eco,843,3,1,3,3,4,3,4,4,4,3,4,2,3,4,1,0.0,neutral or dissatisfied
10483,41921,female,disloyal customer,36,business travel,eco,129,3,3,3,3,3,3,3,3,2,2,2,3,4,3,0,3.0,neutral or dissatisfied
10484,123870,male,loyal customer,40,business travel,business,2212,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,8.0,neutral or dissatisfied
10485,127043,female,disloyal customer,28,business travel,eco,646,3,3,3,3,3,3,5,3,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
10486,19647,male,loyal customer,50,personal travel,eco plus,642,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,0.0,neutral or dissatisfied
10487,94863,male,loyal customer,33,business travel,business,441,1,5,1,1,4,4,4,4,3,4,5,4,5,4,0,2.0,satisfied
10488,121934,male,loyal customer,60,personal travel,eco plus,337,1,3,1,3,3,1,3,3,1,4,2,2,1,3,0,0.0,neutral or dissatisfied
10489,66775,female,disloyal customer,8,business travel,eco plus,802,3,2,3,4,3,3,3,3,1,3,3,2,3,3,45,38.0,neutral or dissatisfied
10490,121129,male,loyal customer,36,business travel,business,2402,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0.0,satisfied
10491,6761,male,loyal customer,57,business travel,business,2796,4,4,4,4,5,4,5,5,5,5,5,3,5,3,3,33.0,satisfied
10492,1390,male,loyal customer,34,personal travel,eco plus,164,3,4,3,3,1,3,1,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
10493,127541,female,disloyal customer,8,business travel,eco,1009,2,2,2,4,5,2,5,5,4,3,4,2,3,5,0,0.0,neutral or dissatisfied
10494,96224,male,loyal customer,33,business travel,eco,460,2,4,4,4,2,2,2,2,3,5,4,2,4,2,36,27.0,neutral or dissatisfied
10495,122870,female,loyal customer,10,personal travel,eco,226,0,4,0,1,5,0,5,5,3,2,4,4,4,5,0,0.0,satisfied
10496,5400,female,loyal customer,23,personal travel,eco,812,3,1,2,3,4,2,4,4,3,2,3,2,3,4,31,24.0,neutral or dissatisfied
10497,78768,female,loyal customer,44,business travel,business,1681,3,4,2,2,1,4,4,3,3,2,3,2,3,3,0,9.0,neutral or dissatisfied
10498,7168,female,loyal customer,37,business travel,business,3498,0,5,0,4,2,4,4,1,1,1,1,3,1,5,35,33.0,satisfied
10499,46761,female,loyal customer,43,business travel,eco plus,73,4,4,4,4,4,3,2,4,4,4,4,3,4,2,0,0.0,satisfied
10500,66923,male,loyal customer,58,business travel,business,2393,1,1,3,1,5,5,5,3,3,4,3,4,3,4,40,29.0,satisfied
10501,110241,female,loyal customer,58,business travel,business,1011,2,2,2,2,4,5,5,5,5,5,5,4,5,5,2,0.0,satisfied
10502,79430,male,loyal customer,37,personal travel,eco,502,1,3,1,1,2,1,2,2,1,2,3,1,4,2,18,0.0,neutral or dissatisfied
10503,5948,female,loyal customer,28,personal travel,eco,612,2,4,2,2,2,2,2,2,4,5,5,5,4,2,14,2.0,neutral or dissatisfied
10504,85288,male,loyal customer,57,personal travel,eco,813,4,1,4,4,5,4,5,5,4,1,3,3,3,5,24,1.0,neutral or dissatisfied
10505,50896,male,loyal customer,33,personal travel,eco,337,1,4,4,3,3,4,3,3,5,5,5,4,4,3,34,30.0,neutral or dissatisfied
10506,80927,female,disloyal customer,17,business travel,eco,341,3,4,3,4,2,3,2,2,1,3,3,1,4,2,0,0.0,neutral or dissatisfied
10507,63198,female,loyal customer,52,business travel,business,337,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
10508,73569,female,loyal customer,45,business travel,business,2586,2,2,2,2,4,3,3,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
10509,58189,male,disloyal customer,9,business travel,eco,925,3,3,3,1,4,3,4,4,4,2,5,3,5,4,6,0.0,neutral or dissatisfied
10510,8891,male,loyal customer,38,personal travel,eco,622,2,4,2,4,3,2,5,3,4,1,3,4,3,3,0,0.0,neutral or dissatisfied
10511,24901,male,loyal customer,59,business travel,business,2898,2,2,2,2,1,4,3,2,2,2,2,2,2,1,0,12.0,neutral or dissatisfied
10512,36539,male,loyal customer,29,business travel,eco,1091,5,1,1,1,5,5,5,5,2,5,4,2,2,5,0,12.0,satisfied
10513,114170,male,loyal customer,50,business travel,business,862,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
10514,113479,male,loyal customer,43,business travel,business,386,1,2,2,2,1,2,3,1,1,1,1,2,1,4,38,29.0,neutral or dissatisfied
10515,79285,male,loyal customer,43,business travel,business,2248,5,5,5,5,4,4,4,5,3,5,5,4,4,4,0,0.0,satisfied
10516,30131,male,loyal customer,20,personal travel,eco,95,3,4,3,3,4,3,4,4,2,4,2,1,2,4,0,0.0,neutral or dissatisfied
10517,72611,female,loyal customer,53,personal travel,eco,918,1,1,1,3,2,4,4,2,2,1,2,3,2,3,0,0.0,neutral or dissatisfied
10518,112254,male,loyal customer,55,business travel,business,1703,2,2,2,2,1,1,3,2,2,1,2,3,2,3,15,19.0,neutral or dissatisfied
10519,41269,female,loyal customer,31,personal travel,eco,305,5,1,5,3,5,5,5,5,3,1,3,3,4,5,0,0.0,satisfied
10520,121912,female,loyal customer,47,personal travel,eco,449,3,4,3,2,3,5,4,5,5,3,5,3,5,3,0,0.0,neutral or dissatisfied
10521,16801,female,disloyal customer,25,business travel,business,645,1,1,1,4,3,1,2,3,3,3,4,1,3,3,38,40.0,neutral or dissatisfied
10522,121531,female,loyal customer,30,business travel,business,2747,2,2,2,2,4,4,4,4,5,5,5,5,4,4,0,0.0,satisfied
10523,75523,female,loyal customer,35,business travel,business,337,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
