id;Gender;Customer Type;Age;Type of Travel;Class;Flight Distance;Inflight wifi service;Departure/Arrival time convenient;Ease of Online booking;Gate location;Food and drink;Online boarding;Seat comfort;Inflight entertainment;On-board service;Leg room service;Baggage handling;Checkin service;Inflight service;Cleanliness;Departure Delay in Minutes;Arrival Delay in Minutes;satisfaction;Departure_Delay_Category;Arrival_Delay_Category
61015;Male;Loyal Customer;34;Business travel;Business;3365;3;3;3;3;4;4;4;3;5;5;4;4;5;4;0;40.00.00;satisfied;No Delay;Long Delay (>30 min)
92832;Male;Loyal Customer;54;Personal Travel;Eco;1587;3;5;3;4;5;3;2;5;3;5;3;3;4;5;25;07.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
105109;Male;Loyal Customer;29;Business travel;Business;281;2;5;5;5;2;2;2;2;4;2;4;1;3;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
75994;Female;disloyal Customer;25;Business travel;Business;297;5;4;5;3;4;5;4;4;3;5;5;3;5;4;0;00.00;satisfied;No Delay;No Delay
126772;Female;Loyal Customer;40;Business travel;Business;2521;5;5;5;5;3;4;4;4;4;4;4;3;4;5;8;00.00;satisfied;Short Delay (0-15 min);No Delay
17642;Female;Loyal Customer;29;Business travel;Business;3794;3;3;3;3;4;4;4;4;3;5;3;3;2;4;18;01.00;satisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
111297;Female;Loyal Customer;41;Business travel;Business;3197;1;1;1;1;5;5;5;5;5;5;5;3;5;5;0;00.00;satisfied;No Delay;No Delay
125890;Male;Loyal Customer;12;Personal Travel;Eco;861;2;5;2;4;3;2;3;3;4;3;4;4;5;3;0;16.00;neutral or dissatisfied;No Delay;Medium Delay (15-30 min)
20295;Male;Loyal Customer;12;Personal Travel;Eco;235;1;4;0;4;3;0;3;3;2;3;1;2;5;3;10;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
59611;Female;Loyal Customer;46;Business travel;Business;2965;4;4;4;4;4;4;5;5;5;5;5;4;5;4;13;00.00;satisfied;Short Delay (0-15 min);No Delay
24093;Male;Loyal Customer;19;Business travel;Business;3217;5;5;5;5;5;5;5;5;1;2;1;2;2;5;0;00.00;satisfied;No Delay;No Delay
57929;Female;Loyal Customer;18;Business travel;Eco Plus;305;3;4;4;4;3;3;1;3;4;1;3;3;4;3;0;08.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
23070;Female;disloyal Customer;49;Business travel;Eco Plus;820;2;1;1;3;4;2;2;4;3;3;2;1;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
6512;Female;disloyal Customer;33;Business travel;Business;599;1;1;1;3;3;1;3;3;3;4;4;5;5;3;2;02.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
58652;Male;Loyal Customer;21;Personal Travel;Eco;867;4;4;4;2;1;4;1;1;4;4;1;4;3;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
42462;Female;Loyal Customer;22;Business travel;Eco Plus;926;4;3;3;3;4;4;5;4;2;2;2;1;5;4;0;00.00;satisfied;No Delay;No Delay
1950;Female;Loyal Customer;47;Business travel;Eco;190;3;4;4;4;1;4;3;4;4;3;4;1;4;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
110521;Female;Loyal Customer;22;Business travel;Business;2785;3;3;3;3;5;5;5;5;5;2;4;3;5;5;0;00.00;satisfied;No Delay;No Delay
106507;Female;Loyal Customer;70;Personal Travel;Eco Plus;495;3;3;2;3;5;4;3;4;4;2;4;4;4;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
29730;Female;Loyal Customer;35;Personal Travel;Eco Plus;2777;2;4;2;3;2;5;5;4;4;4;4;5;4;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
76552;Male;Loyal Customer;18;Business travel;Business;547;5;5;5;5;5;5;5;5;3;2;5;4;5;5;0;00.00;satisfied;No Delay;No Delay
10081;Male;Loyal Customer;36;Personal Travel;Eco;258;4;2;4;3;4;4;2;4;1;1;3;1;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
116934;Female;Loyal Customer;39;Business travel;Business;304;5;5;5;5;2;5;4;5;5;5;5;4;5;4;3;03.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
16012;Male;Loyal Customer;36;Business travel;Eco;380;2;1;1;1;2;2;2;2;4;1;3;2;3;2;25;31.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Long Delay (>30 min)
115240;Male;disloyal Customer;20;Business travel;Eco;480;2;4;2;3;2;2;2;2;4;4;4;1;4;2;36;23.00;neutral or dissatisfied;Long Delay (>30 min);Medium Delay (15-30 min)
114868;Female;Loyal Customer;57;Business travel;Business;308;4;4;4;4;4;5;5;4;4;4;4;3;4;4;8;09.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
31104;Male;Loyal Customer;51;Business travel;Eco Plus;1014;5;2;2;2;5;5;5;5;5;1;3;4;2;5;5;05.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
23859;Female;disloyal Customer;27;Business travel;Eco;552;3;0;3;1;2;3;2;2;1;2;4;5;3;2;0;23.00;neutral or dissatisfied;No Delay;Medium Delay (15-30 min)
20665;Male;Loyal Customer;30;Business travel;Business;552;5;5;5;5;4;4;4;4;2;1;2;1;1;4;0;00.00;satisfied;No Delay;No Delay
118096;Male;Loyal Customer;30;Business travel;Business;1671;4;4;4;4;5;4;5;5;4;5;4;5;5;5;31;05.00;satisfied;Long Delay (>30 min);Short Delay (0-15 min)
42791;Female;Loyal Customer;42;Business travel;Eco;349;5;1;1;1;5;2;5;5;5;5;5;2;5;3;0;00.00;satisfied;No Delay;No Delay
119247;Female;Loyal Customer;25;Personal Travel;Eco Plus;257;3;5;3;1;1;3;1;1;1;1;1;2;5;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
34216;Male;Loyal Customer;47;Personal Travel;Eco;1046;3;5;3;4;1;3;1;1;2;1;5;5;3;1;17;19.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
107163;Male;Loyal Customer;39;Business travel;Business;402;5;5;5;5;5;5;5;5;5;5;5;4;5;3;3;01.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
2100;Female;Loyal Customer;48;Personal Travel;Eco;785;2;5;2;1;2;5;4;2;2;2;1;4;2;5;0;08.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
85356;Male;Loyal Customer;23;Personal Travel;Eco Plus;689;5;5;5;1;5;5;5;5;3;4;4;3;4;5;0;00.00;satisfied;No Delay;No Delay
103576;Female;Loyal Customer;49;Personal Travel;Eco;604;1;5;1;4;4;5;5;5;5;1;5;3;5;5;18;00.00;neutral or dissatisfied;Medium Delay (15-30 min);No Delay
71110;Female;disloyal Customer;41;Business travel;Business;2072;1;1;1;2;2;1;2;2;4;3;3;4;4;2;25;05.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
64177;Female;Loyal Customer;42;Business travel;Business;989;1;1;1;1;4;4;4;4;4;4;4;4;4;5;0;00.00;satisfied;No Delay;No Delay
5716;Female;Loyal Customer;47;Personal Travel;Eco;299;3;5;3;4;4;4;4;3;3;3;3;5;3;3;82;75.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
22831;Female;Loyal Customer;33;Business travel;Business;2494;2;2;2;2;5;4;5;5;5;5;5;2;5;4;0;00.00;satisfied;No Delay;No Delay
54600;Female;Loyal Customer;57;Business travel;Business;787;1;0;0;2;4;3;3;5;5;0;5;1;5;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
105992;Male;Loyal Customer;47;Business travel;Business;1999;5;5;5;5;5;5;5;4;4;4;4;5;4;4;20;00.00;satisfied;Medium Delay (15-30 min);No Delay
9721;Male;Loyal Customer;9;Personal Travel;Eco;199;3;5;3;4;3;3;3;4;2;5;4;3;3;3;112;143.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
17720;Female;Loyal Customer;39;Business travel;Business;3965;3;3;3;3;4;3;2;4;4;4;4;2;4;4;0;00.00;satisfied;No Delay;No Delay
107142;Male;Loyal Customer;41;Business travel;Business;3996;1;1;1;1;4;5;4;4;4;4;4;3;4;4;0;03.00;satisfied;No Delay;Short Delay (0-15 min)
35609;Female;Loyal Customer;59;Personal Travel;Eco Plus;828;2;5;2;1;2;4;5;4;4;2;4;5;4;4;58;70.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
106993;Male;Loyal Customer;35;Personal Travel;Eco;1036;1;5;1;2;3;1;3;3;4;5;5;4;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
20834;Female;Loyal Customer;37;Business travel;Eco;515;1;3;5;3;1;1;1;1;1;5;3;2;4;1;6;21.00;neutral or dissatisfied;Short Delay (0-15 min);Medium Delay (15-30 min)
122568;Female;Loyal Customer;55;Business travel;Business;3074;3;3;3;3;2;4;5;5;5;5;5;5;5;4;36;22.00;satisfied;Long Delay (>30 min);Medium Delay (15-30 min)
116240;Female;Loyal Customer;48;Personal Travel;Eco;417;3;1;3;3;4;3;2;3;3;3;3;4;3;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
60595;Male;Loyal Customer;23;Personal Travel;Eco;1558;1;3;0;3;2;0;1;2;4;2;4;4;3;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
37964;Female;Loyal Customer;45;Business travel;Business;1623;1;1;1;1;3;5;5;3;3;4;3;5;3;4;0;00.00;satisfied;No Delay;No Delay
10198;Female;Loyal Customer;47;Business travel;Business;3939;1;1;3;1;5;5;5;5;2;5;4;5;4;5;0;00.00;satisfied;No Delay;No Delay
29265;Female;Loyal Customer;27;Business travel;Eco;859;5;3;3;3;5;5;5;5;4;2;5;1;5;5;0;12.00;satisfied;No Delay;Short Delay (0-15 min)
108711;Male;Loyal Customer;20;Personal Travel;Eco;425;2;1;2;4;5;2;5;5;3;1;3;1;3;5;14;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
31996;Female;Loyal Customer;57;Personal Travel;Business;216;3;4;3;4;4;5;5;5;5;3;5;4;5;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
64752;Female;Loyal Customer;47;Business travel;Business;3623;0;0;0;2;4;4;4;2;2;2;2;4;2;5;6;44.00.00;satisfied;Short Delay (0-15 min);Long Delay (>30 min)
25555;Male;Loyal Customer;33;Business travel;Business;3305;4;4;4;4;5;5;5;5;5;2;5;5;5;5;23;13.00;satisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
47913;Male;Loyal Customer;59;Personal Travel;Eco;834;2;4;2;1;4;2;4;4;3;5;5;5;5;4;17;18.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
1872;Female;Loyal Customer;48;Business travel;Eco;931;3;4;4;4;2;3;3;3;3;3;3;4;3;1;67;73.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
111764;Male;Loyal Customer;42;Business travel;Business;1436;5;5;5;5;3;5;4;4;4;4;4;4;4;3;8;00.00;satisfied;Short Delay (0-15 min);No Delay
19425;Female;disloyal Customer;11;Business travel;Eco;645;3;2;4;3;1;4;1;1;1;2;3;4;4;1;22;28.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
91300;Male;Loyal Customer;55;Business travel;Business;3219;4;4;4;4;5;5;5;4;4;4;4;5;4;5;0;00.00;satisfied;No Delay;No Delay
103348;Female;Loyal Customer;44;Business travel;Business;1371;1;1;1;1;5;5;5;3;3;4;4;5;5;5;146;145.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
31858;Female;Loyal Customer;35;Personal Travel;Eco;2640;2;1;2;3;5;2;5;5;4;3;2;3;3;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
47697;Female;Loyal Customer;62;Personal Travel;Eco;1235;1;5;1;2;5;4;4;4;4;1;3;4;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
121244;Female;Loyal Customer;32;Business travel;Business;2075;3;3;3;3;4;4;4;4;5;4;4;4;5;4;0;00.00;satisfied;No Delay;No Delay
109925;Female;Loyal Customer;21;Personal Travel;Eco;971;2;5;2;3;5;2;5;5;5;3;4;3;5;5;38;37.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
37562;Male;Loyal Customer;58;Business travel;Eco;669;3;2;2;2;3;3;3;3;2;2;4;4;4;3;31;27.00.00;neutral or dissatisfied;Long Delay (>30 min);Medium Delay (15-30 min)
78776;Male;Loyal Customer;17;Business travel;Business;3481;1;1;1;1;5;4;5;5;3;2;5;4;5;5;0;00.00;satisfied;No Delay;No Delay
37099;Male;Loyal Customer;22;Business travel;Business;2252;1;1;1;1;4;4;4;4;2;3;4;4;5;4;0;00.00;satisfied;No Delay;No Delay
86883;Male;Loyal Customer;24;Personal Travel;Eco Plus;692;1;1;1;3;4;1;4;4;1;5;2;1;3;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
119102;Female;Loyal Customer;30;Business travel;Business;3629;4;4;1;4;4;4;4;4;1;5;2;1;3;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
113876;Male;Loyal Customer;39;Personal Travel;Eco;1592;3;4;3;3;3;3;3;3;2;1;3;2;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
53088;Female;Loyal Customer;50;Personal Travel;Eco;2327;1;1;2;2;1;1;2;5;5;2;5;4;5;2;90;63.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
21012;Male;Loyal Customer;39;Business travel;Business;2368;2;2;2;2;4;5;4;5;5;5;5;3;5;4;30;25.00.00;satisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
104255;Male;Loyal Customer;41;Business travel;Business;3594;2;2;2;2;3;5;4;4;4;4;4;4;4;3;1;00.00;satisfied;Short Delay (0-15 min);No Delay
106399;Male;disloyal Customer;22;Business travel;Eco;551;4;0;4;2;3;4;3;3;5;3;2;2;5;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
104345;Female;Loyal Customer;45;Personal Travel;Eco;528;2;4;2;1;2;5;5;1;1;2;2;3;1;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
61989;Female;disloyal Customer;22;Business travel;Eco;1199;4;4;4;4;4;5;4;5;5;5;5;4;5;4;2;37.00.00;satisfied;Short Delay (0-15 min);Long Delay (>30 min)
119659;Male;Loyal Customer;34;Business travel;Business;2025;1;1;1;1;5;3;4;1;1;1;1;3;1;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
100558;Female;Loyal Customer;19;Business travel;Eco Plus;1111;4;5;5;5;4;3;4;4;4;3;3;4;4;4;55;43.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
69798;Male;Loyal Customer;48;Business travel;Eco;1055;4;3;3;3;4;4;4;4;3;2;3;2;3;4;0;07.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
97237;Female;Loyal Customer;47;Business travel;Business;3421;0;0;0;2;4;5;5;3;3;4;4;5;3;4;0;00.00;satisfied;No Delay;No Delay
125050;Male;Loyal Customer;13;Personal Travel;Eco;2300;3;3;3;4;3;5;3;3;2;3;3;3;4;3;0;28.00.00;neutral or dissatisfied;No Delay;Medium Delay (15-30 min)
1457;Male;Loyal Customer;37;Business travel;Business;695;2;4;4;4;4;3;3;2;2;2;2;4;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
97287;Female;Loyal Customer;49;Business travel;Business;347;1;1;1;1;5;4;4;4;4;4;4;4;4;3;1;00.00;satisfied;Short Delay (0-15 min);No Delay
1965;Male;disloyal Customer;65;Business travel;Eco;295;1;1;1;3;1;1;4;1;2;3;3;3;3;1;7;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
76667;Male;Loyal Customer;65;Personal Travel;Eco;534;4;5;4;3;1;4;1;1;3;5;4;4;5;1;0;24.00.00;neutral or dissatisfied;No Delay;Medium Delay (15-30 min)
58685;Male;Loyal Customer;56;Business travel;Business;1896;3;3;3;3;2;4;4;4;4;5;4;3;4;5;2;02.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
28633;Male;Loyal Customer;27;Business travel;Business;2466;1;1;1;1;5;5;5;5;3;3;5;2;4;5;0;00.00;satisfied;No Delay;No Delay
83481;Female;Loyal Customer;44;Business travel;Eco;946;1;3;1;3;4;4;3;1;1;1;1;3;1;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
12943;Female;Loyal Customer;10;Personal Travel;Eco;794;3;1;3;3;2;3;2;2;3;2;2;1;2;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
119179;Female;Loyal Customer;58;Business travel;Business;3133;5;5;5;5;4;5;5;4;4;4;4;4;4;4;0;00.00;satisfied;No Delay;No Delay
50965;Female;Loyal Customer;21;Personal Travel;Eco;190;3;4;0;1;3;0;3;3;5;5;4;3;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
14423;Female;Loyal Customer;8;Personal Travel;Eco;693;3;5;3;3;3;3;3;3;5;3;4;5;4;3;28;44.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Long Delay (>30 min)
46601;Male;Loyal Customer;53;Business travel;Business;3859;1;1;5;1;5;5;2;4;4;4;4;3;4;5;0;00.00;satisfied;No Delay;No Delay
101607;Male;Loyal Customer;26;Business travel;Business;3033;4;4;4;4;4;4;4;4;4;2;4;3;5;4;2;00.00;satisfied;Short Delay (0-15 min);No Delay
4299;Female;Loyal Customer;59;Personal Travel;Eco;502;1;3;1;3;4;3;2;2;2;1;2;4;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
35677;Male;Loyal Customer;48;Business travel;Business;2521;4;5;5;5;3;4;4;1;3;4;3;4;4;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
88579;Male;Loyal Customer;59;Personal Travel;Eco;406;1;4;4;3;3;4;3;3;5;5;4;3;5;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
107319;Female;Loyal Customer;45;Business travel;Eco Plus;283;4;3;3;3;4;4;3;3;3;4;3;4;3;4;50;69.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
79263;Male;Loyal Customer;7;Personal Travel;Eco;1598;3;2;3;4;3;3;3;3;1;3;3;1;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
51971;Male;Loyal Customer;48;Business travel;Business;1501;5;1;1;1;4;4;3;5;5;4;5;2;5;1;0;09.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
63746;Male;Loyal Customer;53;Personal Travel;Eco;1660;1;4;1;4;5;1;5;5;4;3;5;4;4;5;18;00.00;neutral or dissatisfied;Medium Delay (15-30 min);No Delay
20397;Female;Loyal Customer;42;Personal Travel;Eco;459;3;4;3;4;3;3;3;3;4;2;2;3;5;3;145;140.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
40431;Male;Loyal Customer;34;Business travel;Business;175;3;3;3;3;1;5;5;3;3;4;4;4;3;1;0;02.00;satisfied;No Delay;Short Delay (0-15 min)
77221;Male;Loyal Customer;44;Business travel;Business;1590;3;3;3;3;2;5;4;4;4;4;4;3;4;3;0;00.00;satisfied;No Delay;No Delay
22404;Male;disloyal Customer;37;Business travel;Eco;238;3;3;3;3;3;3;3;2;2;3;3;3;2;3;152;163.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
7170;Male;Loyal Customer;46;Business travel;Business;135;2;2;5;2;3;4;5;5;5;5;4;4;5;4;0;00.00;satisfied;No Delay;No Delay
127095;Female;disloyal Customer;24;Business travel;Eco;651;3;2;3;3;3;3;3;3;1;5;4;1;3;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
404;Male;Loyal Customer;39;Business travel;Business;102;4;5;4;4;2;3;3;2;2;1;4;1;2;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
53748;Male;Loyal Customer;46;Personal Travel;Eco Plus;1190;5;4;5;4;2;5;2;2;4;5;5;4;4;2;0;00.00;satisfied;No Delay;No Delay
91287;Male;Loyal Customer;35;Business travel;Business;2976;3;3;3;3;4;4;4;3;3;4;3;5;3;5;0;00.00;satisfied;No Delay;No Delay
93053;Male;disloyal Customer;58;Business travel;Business;297;5;5;5;3;2;5;2;2;5;2;4;4;5;2;1;00.00;satisfied;Short Delay (0-15 min);No Delay
10009;Female;Loyal Customer;10;Personal Travel;Eco;508;2;5;2;1;4;2;4;4;5;2;5;4;5;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
117161;Female;Loyal Customer;54;Personal Travel;Eco;621;2;3;2;1;4;2;5;2;2;2;4;5;2;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
25644;Female;Loyal Customer;28;Personal Travel;Eco;526;2;4;2;4;2;2;2;2;4;4;4;2;3;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
60820;Male;Loyal Customer;60;Personal Travel;Eco;524;2;4;2;3;5;2;5;5;3;4;5;5;5;5;25;21.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
100571;Female;Loyal Customer;46;Business travel;Business;486;1;1;1;1;5;4;4;4;4;4;4;3;4;4;7;14.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
14582;Female;disloyal Customer;45;Business travel;Eco;986;1;1;1;3;5;1;3;5;5;5;5;4;3;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
99018;Male;Loyal Customer;36;Business travel;Eco Plus;479;3;3;3;3;3;3;3;3;2;5;4;2;4;3;56;46.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
83809;Female;Loyal Customer;50;Business travel;Business;3354;4;4;3;4;4;5;4;5;5;5;5;4;5;3;31;29.00.00;satisfied;Long Delay (>30 min);Medium Delay (15-30 min)
85842;Male;Loyal Customer;59;Personal Travel;Eco;666;2;5;2;3;2;2;2;2;4;5;3;5;2;2;0;04.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
110679;Male;Loyal Customer;32;Personal Travel;Eco;945;5;2;5;3;1;5;4;1;2;2;4;3;3;1;1;00.00;satisfied;Short Delay (0-15 min);No Delay
8560;Female;Loyal Customer;41;Business travel;Business;109;5;5;4;5;2;4;5;4;4;4;4;5;4;3;0;03.00;satisfied;No Delay;Short Delay (0-15 min)
105314;Female;Loyal Customer;33;Business travel;Business;452;1;1;4;1;5;5;4;4;4;4;4;5;4;4;0;00.00;satisfied;No Delay;No Delay
89019;Male;Loyal Customer;42;Business travel;Business;2139;2;3;3;3;2;2;3;2;2;2;2;3;2;3;30;22.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
100875;Female;Loyal Customer;28;Business travel;Business;2133;3;3;3;3;4;4;4;4;3;3;5;5;4;4;69;60.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
51086;Female;Loyal Customer;66;Personal Travel;Eco;110;3;3;3;4;4;4;4;5;5;3;5;4;5;3;7;05.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
59258;Female;Loyal Customer;28;Business travel;Business;3904;2;2;2;2;4;4;4;5;2;3;5;4;4;4;14;00.00;satisfied;Short Delay (0-15 min);No Delay
59377;Male;disloyal Customer;33;Business travel;Eco;2504;2;2;2;4;5;2;5;5;2;3;4;3;4;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
65591;Male;Loyal Customer;33;Business travel;Business;3179;3;3;3;3;4;4;4;4;4;4;5;5;4;4;0;00.00;satisfied;No Delay;No Delay
87632;Male;disloyal Customer;52;Business travel;Business;606;2;2;2;3;1;2;1;1;3;2;4;3;4;1;0;00.00;satisfied;No Delay;No Delay
129836;Female;Loyal Customer;49;Personal Travel;Eco;337;4;5;4;3;5;4;4;5;5;4;5;5;5;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
111167;Male;Loyal Customer;57;Personal Travel;Eco Plus;1111;3;5;3;3;2;3;4;2;4;2;4;5;4;2;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
102617;Male;Loyal Customer;56;Personal Travel;Eco;1294;2;5;2;3;1;2;1;1;3;2;5;5;5;1;7;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
47721;Female;Loyal Customer;51;Business travel;Business;3107;3;3;3;3;4;4;5;5;5;5;5;4;5;3;0;00.00;satisfied;No Delay;No Delay
21433;Female;Loyal Customer;67;Business travel;Business;377;4;3;3;3;4;3;4;4;4;3;4;4;4;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
105703;Female;Loyal Customer;27;Business travel;Business;925;2;2;2;2;2;3;2;2;1;3;4;1;3;2;0;04.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
72019;Male;Loyal Customer;24;Business travel;Business;3711;3;3;3;3;5;5;5;4;5;4;4;5;3;5;0;00.00;satisfied;No Delay;No Delay
64188;Female;Loyal Customer;21;Personal Travel;Eco;1047;3;1;3;3;1;3;1;1;4;1;4;1;3;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
79315;Female;Loyal Customer;60;Personal Travel;Eco;2248;3;4;3;4;3;3;3;5;5;3;3;4;5;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
12332;Male;disloyal Customer;48;Business travel;Business;285;3;3;3;3;1;3;1;1;3;5;4;4;3;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
32126;Female;Loyal Customer;34;Business travel;Eco;216;4;2;5;2;4;4;4;4;1;1;3;4;3;4;14;16.00;satisfied;Short Delay (0-15 min);Medium Delay (15-30 min)
28186;Male;Loyal Customer;70;Personal Travel;Eco;933;1;4;2;3;3;2;3;3;3;3;5;5;5;3;11;05.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
30518;Male;disloyal Customer;37;Business travel;Eco;373;2;4;2;3;5;2;4;5;3;3;4;1;3;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
70418;Female;Loyal Customer;33;Personal Travel;Eco Plus;1562;1;5;1;4;1;1;1;1;5;5;5;3;4;1;58;48.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
71317;Female;Loyal Customer;27;Business travel;Business;1514;5;5;5;5;4;4;4;4;3;3;5;4;5;4;13;12.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
54595;Male;disloyal Customer;25;Business travel;Business;964;5;0;5;4;3;5;3;3;5;2;5;5;5;3;0;00.00;satisfied;No Delay;No Delay
77206;Female;Loyal Customer;54;Personal Travel;Eco;2994;4;4;4;3;4;2;2;3;5;4;4;2;5;2;0;00.00;satisfied;No Delay;No Delay
24775;Male;disloyal Customer;38;Business travel;Eco;528;2;4;3;4;3;3;1;3;4;5;3;3;3;3;0;01.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
24023;Female;Loyal Customer;37;Business travel;Eco;562;2;4;4;4;2;2;2;2;4;4;4;1;3;2;27;30.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
122211;Female;Loyal Customer;49;Business travel;Business;2943;1;1;1;1;4;5;5;4;4;5;4;5;4;4;7;01.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
116649;Female;disloyal Customer;25;Business travel;Eco Plus;337;2;4;2;3;2;5;5;1;5;4;3;5;1;5;146;140.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
22871;Male;Loyal Customer;12;Personal Travel;Eco;147;4;3;4;3;3;4;3;3;2;5;2;2;3;3;0;01.00;satisfied;No Delay;Short Delay (0-15 min)
97998;Female;Loyal Customer;53;Business travel;Business;612;2;2;2;2;4;4;5;4;4;4;4;5;4;5;0;00.00;satisfied;No Delay;No Delay
